Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-02,14.302000045776367,14.302000045776367,13.892000198364258,14.182000160217285,178830,0,0
2020-03-03,14.354000091552734,14.600000381469727,14.236000061035156,14.277999877929688,196871,0,0
2020-03-04,14.23799991607666,14.430000305175781,14.199999809265137,14.32800006866455,276855,0,0
2020-03-05,14.447999954223633,14.447999954223633,14.104000091552734,14.267999649047852,151684,0,0
2020-03-06,13.96399974822998,13.972000122070312,13.432000160217285,13.565999984741211,95675,0,0
2020-03-09,13.302000045776367,13.302000045776367,12.0,12.593999862670898,183724,0,0
2020-03-10,12.593999862670898,13.027999877929688,12.300000190734863,12.465999603271484,297619,0,0
2020-03-11,12.538000106811523,12.682000160217285,12.314000129699707,12.472000122070312,353430,0,0
2020-03-12,11.727999687194824,11.793999671936035,10.501999855041504,11.51200008392334,217532,0,0
2020-03-13,11.604000091552734,12.144000053405762,11.152000427246094,11.152000427246094,183464,0,0
2020-03-16,10.845999717712402,11.236000061035156,10.22599983215332,11.038000106811523,201282,0,0
2020-03-17,10.942000389099121,11.486000061035156,10.583999633789062,11.378000259399414,110198,0,0
2020-03-18,10.89799976348877,11.350000381469727,10.557999610900879,11.105999946594238,79923,0,0
2020-03-19,10.935999870300293,11.40999984741211,10.819999694824219,11.305999755859375,61955,0,0
2020-03-20,12.001999855041504,12.227999687194824,11.699999809265137,11.777999877929688,43060,0,0
2020-03-23,11.20199966430664,12.008000373840332,11.20199966430664,11.54800033569336,121382,0,0
2020-03-24,12.208000183105469,12.63599967956543,12.074000358581543,12.586000442504883,69406,0,0
2020-03-25,12.85200023651123,13.15999984741211,12.446000099182129,13.015999794006348,312291,0,0
2020-03-26,12.529999732971191,13.121999740600586,12.36400032043457,13.039999961853027,43737,0,0
2020-03-27,13.052000045776367,13.092000007629395,12.814000129699707,12.829999923706055,139963,0,0
2020-03-30,13.071999549865723,13.378000259399414,12.78600025177002,13.14799976348877,35821,0,0
2020-03-31,13.232000350952148,13.498000144958496,13.199999809265137,13.368000030517578,139345,0,0
2020-04-01,12.84000015258789,13.12600040435791,12.649999618530273,12.982000350952148,101245,0,0
2020-04-02,12.862000465393066,13.074000358581543,12.711999893188477,12.946000099182129,77769,0,0
2020-04-03,12.868000030517578,13.069999694824219,12.833999633789062,12.855999946594238,59761,0,0
2020-04-06,13.369999885559082,13.428000450134277,13.107999801635742,13.387999534606934,121653,0,0
2020-04-07,13.72599983215332,13.97599983215332,13.347999572753906,13.54800033569336,112481,0,0
2020-04-08,13.494000434875488,13.720000267028809,13.295999526977539,13.699999809265137,25181,0,0
2020-04-09,13.925999641418457,14.1899995803833,13.663999557495117,13.803999900817871,74306,0,0
2020-04-14,14.100000381469727,14.100000381469727,13.946000099182129,14.074000358581543,102435,0,0
2020-04-15,14.229999542236328,14.229999542236328,13.75,13.954000473022461,268712,0,0
2020-04-16,14.170000076293945,14.303999900817871,14.029999732971191,14.229999542236328,163969,0,0
2020-04-17,14.434000015258789,14.86400032043457,14.289999961853027,14.378000259399414,89137,0,0
2020-04-20,14.654000282287598,14.779999732971191,14.239999771118164,14.699999809265137,12676,0,0
2020-04-21,14.652000427246094,14.652000427246094,13.795999526977539,13.894000053405762,44600,0,0
2020-04-22,13.85200023651123,14.404000282287598,13.85200023651123,14.288000106811523,21677,0,0
2020-04-23,14.107999801635742,14.633999824523926,14.107999801635742,14.404000282287598,59320,0,0
2020-04-24,14.22599983215332,14.470000267028809,14.069999694824219,14.303999900817871,72236,0,0
2020-04-27,14.699999809265137,14.902000427246094,14.60200023651123,14.902000427246094,33834,0,0
2020-04-28,14.84000015258789,15.100000381469727,14.657999992370605,14.744000434875488,157687,0,0
2020-04-29,14.850000381469727,15.277999877929688,14.628000259399414,14.979999542236328,100855,0,0
2020-04-30,15.149999618530273,15.149999618530273,14.541999816894531,14.715999603271484,117088,0,0
2020-05-04,14.09000015258789,14.300000190734863,13.961999893188477,14.258000373840332,76339,0,0
2020-05-05,14.51200008392334,14.819999694824219,14.428000450134277,14.748000144958496,112009,0,0
2020-05-06,14.878000259399414,14.937999725341797,14.75,14.866000175476074,47231,0,0
2020-05-07,14.97599983215332,15.564000129699707,14.97599983215332,15.550000190734863,127407,0,0
2020-05-08,15.732000350952148,16.0,15.526000022888184,15.65999984741211,258425,0,0
2020-05-11,15.899999618530273,15.899999618530273,15.460000038146973,15.710000038146973,116578,0,0
2020-05-12,15.95199966430664,15.95199966430664,15.600000381469727,15.741999626159668,42664,0,0
2020-05-13,15.465999603271484,15.576000213623047,15.180000305175781,15.199999809265137,54785,0,0
2020-05-14,14.984000205993652,15.107999801635742,14.678000450134277,15.027999877929688,103187,0,0
2020-05-15,15.295999526977539,15.312000274658203,14.89799976348877,15.263999938964844,32662,0,0
2020-05-18,15.510000228881836,15.977999687194824,15.39799976348877,15.557999610900879,92535,0,0
2020-05-19,15.508000373840332,15.571999549865723,15.196000099182129,15.550000190734863,32836,0,0
2020-05-20,15.684000015258789,15.708000183105469,15.402000427246094,15.708000183105469,53146,0,0
2020-05-21,15.564000129699707,15.715999603271484,15.46399974822998,15.529999732971191,9602,0,0
2020-05-22,15.751999855041504,15.894000053405762,15.52400016784668,15.795999526977539,29936,0,0
2020-05-25,16.0,16.209999084472656,15.815999984741211,16.200000762939453,48500,0,0
2020-05-26,16.527999877929688,16.527999877929688,15.973999977111816,15.973999977111816,53117,0,0
2020-05-27,15.954000473022461,16.139999389648438,15.399999618530273,15.564000129699707,167415,0,0
2020-05-28,15.758000373840332,16.13599967956543,15.758000373840332,16.006000518798828,106642,0,0
2020-05-29,16.100000381469727,16.100000381469727,15.744000434875488,16.003999710083008,61382,0,0
2020-06-02,16.687999725341797,16.79599952697754,16.31399917602539,16.408000946044922,52310,0,0
2020-06-03,16.65999984741211,16.760000228881836,16.5,16.645999908447266,85487,0,0
2020-06-04,16.50200080871582,16.648000717163086,16.190000534057617,16.229999542236328,142173,0,0
2020-06-05,16.308000564575195,16.5,16.176000595092773,16.351999282836914,88992,0,0
2020-06-08,16.253999710083008,16.42799949645996,16.209999084472656,16.42799949645996,49941,0,0
2020-06-09,16.621999740600586,16.621999740600586,16.260000228881836,16.29599952697754,71878,0,0
2020-06-10,16.5,16.5,16.224000930786133,16.336000442504883,50251,0,0
2020-06-11,16.25,16.25,15.751999855041504,15.770000457763672,85589,0,0
2020-06-12,15.727999687194824,15.986000061035156,15.486000061035156,15.78600025177002,88040,0,0
2020-06-15,15.279999732971191,15.845999717712402,15.199999809265137,15.802000045776367,79516,0,0
2020-06-16,16.142000198364258,16.49799919128418,16.04199981689453,16.270000457763672,109935,0,0
2020-06-17,16.417999267578125,16.68000030517578,16.290000915527344,16.559999465942383,64218,0,0
2020-06-18,16.48200035095215,16.695999145507812,16.40999984741211,16.583999633789062,33260,0,0
2020-06-19,16.618000030517578,16.90399932861328,16.618000030517578,16.833999633789062,49341,0,0
2020-06-22,16.746000289916992,16.79199981689453,16.47800064086914,16.643999099731445,321714,0,0
2020-06-23,16.902000427246094,16.979999542236328,16.780000686645508,16.823999404907227,73003,0,0
2020-06-24,16.881999969482422,16.881999969482422,16.381999969482422,16.40999984741211,70803,0,0
2020-06-25,16.408000946044922,16.61400032043457,16.238000869750977,16.538000106811523,27385,0,0
2020-06-26,16.799999237060547,16.895999908447266,16.464000701904297,16.621999740600586,23802,0,0
