Date,Close,High,Low,Open,Volume
2009-06-22,159.3300018310547,159.3300018310547,159.3300018310547,159.3300018310547,0
2009-06-23,158.50999450683594,158.50999450683594,158.50999450683594,158.50999450683594,0
2009-06-24,158.8699951171875,158.8699951171875,158.8699951171875,158.8699951171875,0
2009-06-25,159.2100067138672,159.2100067138672,159.2100067138672,159.2100067138672,0
2009-06-26,159.50999450683594,159.50999450683594,159.50999450683594,159.50999450683594,0
2009-06-29,162.8000030517578,162.8000030517578,162.8000030517578,162.8000030517578,0
2009-06-30,159.83999633789062,159.83999633789062,159.83999633789062,159.83999633789062,0
2009-07-01,161.6999969482422,161.72999572753906,161.6999969482422,161.72999572753906,2
2009-07-02,162.5399932861328,162.5399932861328,161.8699951171875,161.8699951171875,2
2009-07-03,162.6199951171875,162.6199951171875,162.42999267578125,162.42999267578125,2
2009-07-06,162.67999267578125,162.67999267578125,162.67999267578125,162.67999267578125,1
2009-07-07,162.22000122070312,162.22000122070312,162.22000122070312,162.22000122070312,1
2009-07-08,162.22000122070312,162.50999450683594,162.22000122070312,162.50999450683594,2
2009-07-09,162.30999755859375,162.30999755859375,162.30999755859375,162.30999755859375,1
2009-07-10,162.3300018310547,162.4499969482422,162.3300018310547,162.4499969482422,2
2009-07-13,161.85000610351562,162.36000061035156,161.85000610351562,162.36000061035156,2
2009-07-14,161.7100067138672,161.7100067138672,161.49000549316406,161.49000549316406,2
2009-07-15,161.74000549316406,161.74000549316406,161.44000244140625,161.44000244140625,2
2009-07-16,162.0,162.0,161.30999755859375,161.30999755859375,2
2009-07-17,161.4600067138672,162.0399932861328,161.4600067138672,162.0399932861328,2
2009-07-20,161.5500030517578,161.5500030517578,161.16000366210938,161.16000366210938,2
2009-07-21,161.74000549316406,161.74000549316406,161.74000549316406,161.74000549316406,1
2009-07-22,161.6199951171875,163.3699951171875,161.6199951171875,163.3699951171875,150268
2009-07-23,161.19000244140625,161.19000244140625,161.1699981689453,161.1699981689453,2
2009-07-24,161.58999633789062,161.58999633789062,161.33999633789062,161.33999633789062,2
2009-07-27,161.61000061035156,161.61000061035156,161.2899932861328,161.2899932861328,2
2009-07-28,162.25,162.25,161.3699951171875,161.3699951171875,2
2009-07-29,161.86000061035156,161.86000061035156,161.86000061035156,161.86000061035156,1
2009-07-30,162.30999755859375,162.30999755859375,161.49000549316406,161.49000549316406,2
2009-07-31,163.4600067138672,163.4600067138672,162.77999877929688,162.77999877929688,250
2009-08-03,163.02000427246094,163.72999572753906,163.02000427246094,163.72999572753906,2
2009-08-04,163.08999633789062,163.08999633789062,162.91000366210938,162.91000366210938,2
2009-08-05,163.63999938964844,163.63999938964844,163.3000030517578,163.3000030517578,2
2009-08-06,163.33999633789062,163.33999633789062,163.0500030517578,163.0500030517578,2
2009-08-07,162.66000366210938,163.33999633789062,162.66000366210938,163.33999633789062,2
2009-08-10,163.57000732421875,163.57000732421875,162.8300018310547,162.8300018310547,2
2009-08-11,163.3300018310547,163.4499969482422,163.3300018310547,163.4499969482422,2
2009-08-12,163.44000244140625,163.5500030517578,163.44000244140625,163.5500030517578,2
2009-08-13,163.77999877929688,163.77999877929688,163.0800018310547,163.0800018310547,2
2009-08-14,164.32000732421875,164.32000732421875,163.99000549316406,163.99000549316406,2
2009-08-17,164.47999572753906,164.47999572753906,164.47999572753906,164.47999572753906,1
2009-08-18,164.4600067138672,164.4600067138672,164.1999969482422,164.1999969482422,2
2009-08-19,164.8300018310547,164.8300018310547,164.8300018310547,164.8300018310547,0
2009-08-20,164.86000061035156,164.86000061035156,164.33999633789062,164.33999633789062,2
2009-08-21,164.5800018310547,164.92999267578125,164.5800018310547,164.92999267578125,2
2009-08-24,164.8300018310547,164.8300018310547,164.49000549316406,164.49000549316406,2
2009-08-25,165.0500030517578,165.0500030517578,164.99000549316406,164.99000549316406,2
2009-08-26,165.02999877929688,165.02999877929688,165.02999877929688,165.02999877929688,1
2009-08-27,165.02999877929688,165.55999755859375,165.02999877929688,165.55999755859375,2
2009-08-28,165.0399932861328,165.0399932861328,164.77999877929688,164.77999877929688,2
2009-08-31,165.75999450683594,165.75999450683594,165.75999450683594,165.75999450683594,50
2009-09-01,165.4199981689453,165.4199981689453,165.32000732421875,165.32000732421875,2
2009-09-02,164.97000122070312,165.3699951171875,164.97000122070312,165.3699951171875,2
2009-09-03,164.49000549316406,164.89999389648438,164.49000549316406,164.89999389648438,2
2009-09-04,164.8000030517578,164.8000030517578,164.52000427246094,164.52000427246094,2
2009-09-07,164.82000732421875,164.82000732421875,164.3300018310547,164.3300018310547,2
2009-09-08,164.9600067138672,164.9600067138672,164.82000732421875,164.82000732421875,2
2009-09-09,165.22999572753906,165.52000427246094,165.22999572753906,165.52000427246094,2
2009-09-10,165.50999450683594,165.50999450683594,165.3300018310547,165.3300018310547,2
2009-09-11,165.82000732421875,166.02999877929688,165.60000610351562,165.60000610351562,50
2009-09-14,166.16000366210938,166.16000366210938,165.80999755859375,165.80999755859375,2
